;id;pesid;data_inversa;dia_semana;horario;uf;br;km;municipio;causa_principal;causa_acidente;ordem_tipo_acidente;tipo_acidente;classificacao_acidente;fase_dia;sentido_via;condicao_metereologica;tipo_pista;tracado_via;uso_solo;id_veiculo;tipo_veiculo;marca;ano_fabricacao_veiculo;tipo_envolvido;estado_fisico;idade;sexo;ilesos;feridos_leves;feridos_graves;mortos;latitude;longitude
27105;113301.0;247337.0;2018-02-23;sexta-feira;08:20:00;ES;101.0;293,7;CARIACICA                                                   ;Sim                 ;Desobediência às normas de trânsito pelo condutor                                                   ;1;Colisão transversal                                                                                                                                                                                     ;Com Vítimas Feridas;Pleno dia           ;Crescente           ;Céu Claro           ;Dupla               ;Retorno Regulamentado         ;Sim       ;202258;Automóvel           ;VW                                                ;2013.0;Condutor            ;Ileso               ;44.0;Masculino           ;1;0;0;0;-20.26437;-40.420345000000005
27106;113301.0;247336.0;2018-02-23;sexta-feira;08:20:00;ES;101.0;293,7;CARIACICA                                                   ;Sim                 ;Desobediência às normas de trânsito pelo condutor                                                   ;1;Colisão transversal                                                                                                                                                                                     ;Com Vítimas Feridas;Pleno dia           ;Crescente           ;Céu Claro           ;Dupla               ;Retorno Regulamentado         ;Sim       ;202257;Motocicleta         ;HONDA                                             ;2007.0;Condutor            ;Lesões Graves       ;23.0;Masculino           ;0;0;1;0;-20.26437;-40.420345000000005
27227;113407.0;251754.0;2018-02-23;sexta-feira;14:50:00;ES;101.0;141;LINHARES                                                    ;Sim                 ;Falta de Atenção à Condução                                                                         ;1;Colisão lateral                                                                                                                                                                                         ;Com Vítimas Feridas;Pleno dia           ;Crescente           ;Chuva               ;Múltipla            ;Reta                          ;Sim       ;202272;Motoneta            ;HONDA                                             ;2008.0;Testemunha          ;Não Informado       ;;Não Informado       ;0;0;0;0;-19.32403728;-40.07312268
27228;113407.0;247163.0;2018-02-23;sexta-feira;14:50:00;ES;101.0;141;LINHARES                                                    ;Sim                 ;Falta de Atenção à Condução                                                                         ;1;Colisão lateral                                                                                                                                                                                         ;Com Vítimas Feridas;Pleno dia           ;Crescente           ;Chuva               ;Múltipla            ;Reta                          ;Sim       ;202272;Motoneta            ;HONDA                                             ;2008.0;Condutor            ;Lesões Leves        ;43.0;Masculino           ;0;1;0;0;-19.32403728;-40.07312268
27229;113407.0;247162.0;2018-02-23;sexta-feira;14:50:00;ES;101.0;141;LINHARES                                                    ;Sim                 ;Falta de Atenção à Condução                                                                         ;1;Colisão lateral                                                                                                                                                                                         ;Com Vítimas Feridas;Pleno dia           ;Crescente           ;Chuva               ;Múltipla            ;Reta                          ;Sim       ;202271;Motocicleta         ;YAMAHA                                            ;2016.0;Condutor            ;Lesões Leves        ;33.0;Feminino            ;0;1;0;0;-19.32403728;-40.07312268
27234;113414.0;247660.0;2018-02-23;sexta-feira;15:25:00;ES;101.0;394,2;RIO NOVO DO SUL                                             ;Sim                 ;Velocidade Incompatível                                                                             ;1;Colisão traseira                                                                                                                                                                                        ;Com Vítimas Feridas;Pleno dia           ;Crescente           ;Chuva               ;Simples             ;Curva                         ;Não       ;202229;Automóvel           ;FORD                                              ;2013.0;Condutor            ;Lesões Leves        ;46.0;Feminino            ;0;1;0;0;-20.862984;-40.93674
27235;113414.0;247665.0;2018-02-23;sexta-feira;15:25:00;ES;101.0;394,2;RIO NOVO DO SUL                                             ;Sim                 ;Velocidade Incompatível                                                                             ;1;Colisão traseira                                                                                                                                                                                        ;Com Vítimas Feridas;Pleno dia           ;Crescente           ;Chuva               ;Simples             ;Curva                         ;Não       ;202714;Automóvel           ;                                                  ;;Condutor            ;Ileso               ;;Masculino           ;1;0;0;0;-20.862984;-40.93674
27236;113414.0;247663.0;2018-02-23;sexta-feira;15:25:00;ES;101.0;394,2;RIO NOVO DO SUL                                             ;Sim                 ;Velocidade Incompatível                                                                             ;1;Colisão traseira                                                                                                                                                                                        ;Com Vítimas Feridas;Pleno dia           ;Crescente           ;Chuva               ;Simples             ;Curva                         ;Não       ;202230;Caminhonete         ;FIAT                                              ;2016.0;Condutor            ;Ileso               ;76.0;Masculino           ;1;0;0;0;-20.862984;-40.93674
27237;113414.0;247658.0;2018-02-23;sexta-feira;15:25:00;ES;101.0;394,2;RIO NOVO DO SUL                                             ;Sim                 ;Velocidade Incompatível                                                                             ;1;Colisão traseira                                                                                                                                                                                        ;Com Vítimas Feridas;Pleno dia           ;Crescente           ;Chuva               ;Simples             ;Curva                         ;Não       ;202228;Automóvel           ;VW                                                ;2009.0;Condutor            ;Lesões Leves        ;61.0;Masculino           ;0;1;0;0;-20.862984;-40.93674
27245;113419.0;247217.0;2018-02-23;sexta-feira;15:40:00;ES;101.0;458;MIMOSO DO SUL                                               ;Não                 ;Falta de Atenção à Condução                                                                         ;1;Colisão traseira                                                                                                                                                                                        ;Sem Vítimas;Pleno dia           ;Crescente           ;Nublado             ;Simples             ;Reta                          ;Não       ;202293;Caminhonete         ;I                                                 ;1998.0;Condutor            ;Ileso               ;35.0;Masculino           ;1;0;0;0;-21.202070000000003;-41.30086
27246;113419.0;247216.0;2018-02-23;sexta-feira;15:40:00;ES;101.0;458;MIMOSO DO SUL                                               ;Não                 ;Falta de Atenção à Condução                                                                         ;1;Colisão traseira                                                                                                                                                                                        ;Sem Vítimas;Pleno dia           ;Crescente           ;Nublado             ;Simples             ;Reta                          ;Não       ;202292;Caminhão-trator     ;VOLVO                                             ;1995.0;Condutor            ;Ileso               ;61.0;Masculino           ;1;0;0;0;-21.202070000000003;-41.30086
27270;113434.0;247277.0;2018-02-23;sexta-feira;16:15:00;ES;101.0;67,8;SAO MATEUS                                                  ;Não                 ;Falta de Atenção à Condução                                                                         ;2;Tombamento                                                                                                                                                                                              ;Com Vítimas Feridas;Pleno dia           ;Crescente           ;Nublado             ;Múltipla            ;Reta                          ;Sim       ;202313;Automóvel           ;VW                                                ;;Condutor            ;Não Informado       ;;Não Informado       ;0;0;0;0;-18.72488085;-39.8600361
27271;113434.0;247288.0;2018-02-23;sexta-feira;16:15:00;ES;101.0;67,8;SAO MATEUS                                                  ;Não                 ;Falta de Atenção à Condução                                                                         ;2;Tombamento                                                                                                                                                                                              ;Com Vítimas Feridas;Pleno dia           ;Crescente           ;Nublado             ;Múltipla            ;Reta                          ;Sim       ;202388;Ônibus              ;                                                  ;;Condutor            ;Não Informado       ;;Não Informado       ;0;0;0;0;-18.72488085;-39.8600361
27272;113434.0;247206.0;2018-02-23;sexta-feira;16:15:00;ES;101.0;67,8;SAO MATEUS                                                  ;Não                 ;Falta de Atenção à Condução                                                                         ;2;Tombamento                                                                                                                                                                                              ;Com Vítimas Feridas;Pleno dia           ;Crescente           ;Nublado             ;Múltipla            ;Reta                          ;Sim       ;202310;Motocicleta         ;HONDA                                             ;2012.0;Condutor            ;Lesões Graves       ;27.0;Masculino           ;0;0;1;0;-18.72488085;-39.8600361
27322;113461.0;249034.0;2018-02-23;sexta-feira;17:30:00;ES;101.0;1,6;SERRA                                                       ;Sim                 ;Falta de Atenção à Condução                                                                         ;1;Colisão lateral                                                                                                                                                                                         ;Com Vítimas Feridas;Anoitecer           ;Decrescente         ;Nublado             ;Dupla               ;Reta                          ;Não       ;203648;Automóvel           ;GM                                                ;2006.0;Condutor            ;Ileso               ;22.0;Masculino           ;1;0;0;0;-20.25185005;-40.28717369
27323;113461.0;249036.0;2018-02-23;sexta-feira;17:30:00;ES;101.0;1,6;SERRA                                                       ;Sim                 ;Falta de Atenção à Condução                                                                         ;1;Colisão lateral                                                                                                                                                                                         ;Com Vítimas Feridas;Anoitecer           ;Decrescente         ;Nublado             ;Dupla               ;Reta                          ;Não       ;203917;Motoneta            ;HONDA                                             ;2010.0;Condutor            ;Lesões Leves        ;40.0;Masculino           ;0;1;0;0;-20.25185005;-40.28717369
27324;113461.0;249475.0;2018-02-23;sexta-feira;17:30:00;ES;101.0;1,6;SERRA                                                       ;Sim                 ;Falta de Atenção à Condução                                                                         ;1;Colisão lateral                                                                                                                                                                                         ;Com Vítimas Feridas;Anoitecer           ;Decrescente         ;Nublado             ;Dupla               ;Reta                          ;Não       ;203917;Motoneta            ;HONDA                                             ;2010.0;Passageiro          ;Lesões Leves        ;33.0;Masculino           ;0;1;0;0;-20.25185005;-40.28717369
27377;113481.0;249670.0;2018-02-23;sexta-feira;19:50:00;ES;101.0;268,5;SERRA                                                       ;Sim                 ;Falta de Atenção à Condução                                                                         ;1;Colisão traseira                                                                                                                                                                                        ;Com Vítimas Feridas;Plena Noite         ;Decrescente         ;Chuva               ;Dupla               ;Reta                          ;Sim       ;204483;Motocicleta         ;HONDA                                             ;2002.0;Condutor            ;Lesões Leves        ;47.0;Masculino           ;0;1;0;0;-20.17327841;-40.27014971
27378;113481.0;249669.0;2018-02-23;sexta-feira;19:50:00;ES;101.0;268,5;SERRA                                                       ;Sim                 ;Falta de Atenção à Condução                                                                         ;1;Colisão traseira                                                                                                                                                                                        ;Com Vítimas Feridas;Plena Noite         ;Decrescente         ;Chuva               ;Dupla               ;Reta                          ;Sim       ;204382;Caminhonete         ;CHEVROLET                                         ;2012.0;Condutor            ;Ileso               ;61.0;Masculino           ;1;0;0;0;-20.17327841;-40.27014971
27389;113488.0;250639.0;2018-02-23;sexta-feira;21:00:00;ES;101.0;277,2;SERRA                                                       ;Não                 ;Falta de Atenção à Condução                                                                         ;1;Colisão com objeto estático                                                                                                                                                                             ;Com Vítimas Feridas;Plena Noite         ;Crescente           ;Garoa/Chuvisco      ;Dupla               ;Reta                          ;Não       ;203852;Ônibus              ;VW                                                ;2013.0;Passageiro          ;Lesões Leves        ;26.0;Masculino           ;0;1;0;0;-20.2148043;-40.32358199
27390;113488.0;250637.0;2018-02-23;sexta-feira;21:00:00;ES;101.0;277,2;SERRA                                                       ;Não                 ;Falta de Atenção à Condução                                                                         ;1;Colisão com objeto estático                                                                                                                                                                             ;Com Vítimas Feridas;Plena Noite         ;Crescente           ;Garoa/Chuvisco      ;Dupla               ;Reta                          ;Não       ;203852;Ônibus              ;VW                                                ;2013.0;Condutor            ;Ileso               ;53.0;Masculino           ;1;0;0;0;-20.2148043;-40.32358199
27391;113488.0;250612.0;2018-02-23;sexta-feira;21:00:00;ES;101.0;277,2;SERRA                                                       ;Não                 ;Falta de Atenção à Condução                                                                         ;1;Colisão com objeto estático                                                                                                                                                                             ;Com Vítimas Feridas;Plena Noite         ;Crescente           ;Garoa/Chuvisco      ;Dupla               ;Reta                          ;Não       ;203851;Caminhão-trator     ;VOLVO                                             ;2016.0;Condutor            ;Ileso               ;39.0;Masculino           ;1;0;0;0;-20.2148043;-40.32358199
27392;113488.0;250563.0;2018-02-23;sexta-feira;21:00:00;ES;101.0;277,2;SERRA                                                       ;Não                 ;Falta de Atenção à Condução                                                                         ;1;Colisão com objeto estático                                                                                                                                                                             ;Com Vítimas Feridas;Plena Noite         ;Crescente           ;Garoa/Chuvisco      ;Dupla               ;Reta                          ;Não       ;203850;Caminhonete         ;I                                                 ;2011.0;Condutor            ;Lesões Leves        ;64.0;Masculino           ;0;1;0;0;-20.2148043;-40.32358199
27577;113626.0;247557.0;2018-02-24;sábado;10:20:00;ES;101.0;296;CARIACICA                                                   ;Sim                 ;Falta de Atenção à Condução                                                                         ;1;Colisão traseira                                                                                                                                                                                        ;Com Vítimas Feridas;Pleno dia           ;Decrescente         ;Céu Claro           ;Dupla               ;Curva                         ;Sim       ;202590;Camioneta           ;FORD                                              ;1992.0;Condutor            ;Ileso               ;27.0;Masculino           ;1;0;0;0;-20.34202653;-40.40471613
27578;113626.0;247554.0;2018-02-24;sábado;10:20:00;ES;101.0;296;CARIACICA                                                   ;Sim                 ;Falta de Atenção à Condução                                                                         ;1;Colisão traseira                                                                                                                                                                                        ;Com Vítimas Feridas;Pleno dia           ;Decrescente         ;Céu Claro           ;Dupla               ;Curva                         ;Sim       ;202589;Motocicleta         ;HONDA                                             ;2013.0;Condutor            ;Lesões Leves        ;35.0;Masculino           ;0;1;0;0;-20.34202653;-40.40471613
27583;113629.0;249995.0;2018-02-24;sábado;10:20:00;ES;101.0;147;LINHARES                                                    ;Sim                 ;Falta de Atenção à Condução                                                                         ;1;Colisão transversal                                                                                                                                                                                     ;Com Vítimas Feridas;Pleno dia           ;Crescente           ;Céu Claro           ;Múltipla            ;Interseção de vias            ;Sim       ;202607;Automóvel           ;GM                                                ;1984.0;Condutor            ;Lesões Leves        ;25.0;Masculino           ;0;1;0;0;-19.37981824;-40.06713867
27584;113629.0;249992.0;2018-02-24;sábado;10:20:00;ES;101.0;147;LINHARES                                                    ;Sim                 ;Falta de Atenção à Condução                                                                         ;1;Colisão transversal                                                                                                                                                                                     ;Com Vítimas Feridas;Pleno dia           ;Crescente           ;Céu Claro           ;Múltipla            ;Interseção de vias            ;Sim       ;202606;Automóvel           ;HONDA                                             ;2015.0;Condutor            ;Ileso               ;24.0;Masculino           ;1;0;0;0;-19.37981824;-40.06713867
27665;113673.0;247792.0;2018-02-24;sábado;13:20:00;ES;101.0;269,8;SERRA                                                       ;Sim                 ;Falta de Atenção à Condução                                                                         ;1;Colisão transversal                                                                                                                                                                                     ;Com Vítimas Feridas;Pleno dia           ;Decrescente         ;Sol                 ;Múltipla            ;Interseção de vias            ;Sim       ;202689;Motoneta            ;YAMAHA                                            ;2013.0;Condutor            ;Lesões Leves        ;30.0;Feminino            ;0;1;0;0;-20.2245521;-40.2700658
27666;113673.0;247790.0;2018-02-24;sábado;13:20:00;ES;101.0;269,8;SERRA                                                       ;Sim                 ;Falta de Atenção à Condução                                                                         ;1;Colisão transversal                                                                                                                                                                                     ;Com Vítimas Feridas;Pleno dia           ;Decrescente         ;Sol                 ;Múltipla            ;Interseção de vias            ;Sim       ;202688;Automóvel           ;FIAT                                              ;2013.0;Condutor            ;Ileso               ;58.0;Masculino           ;1;0;0;0;-20.2245521;-40.2700658
27670;113677.0;247618.0;2018-02-24;sábado;14:30:00;ES;101.0;285,9;CARIACICA                                                   ;Sim                 ;Velocidade Incompatível                                                                             ;1;Capotamento                                                                                                                                                                                             ;Sem Vítimas;Pleno dia           ;Decrescente         ;Céu Claro           ;Dupla               ;Reta                          ;Sim       ;202653;Automóvel           ;GM                                                ;2002.0;Condutor            ;Ileso               ;41.0;Masculino           ;1;0;0;0;-20.258184;-40.377345399999996
27715;113697.0;247740.0;2018-02-24;sábado;16:15:00;ES;101.0;300;VIANA                                                       ;Sim                 ;Falta de Atenção à Condução                                                                         ;1;Colisão traseira                                                                                                                                                                                        ;Com Vítimas Feridas;Pleno dia           ;Decrescente         ;Céu Claro           ;Dupla               ;Reta                          ;Sim       ;202780;Motocicleta         ;HONDA                                             ;2004.0;Passageiro          ;Lesões Leves        ;21.0;Feminino            ;0;1;0;0;-20.39076;-40.49646
27716;113697.0;247739.0;2018-02-24;sábado;16:15:00;ES;101.0;300;VIANA                                                       ;Sim                 ;Falta de Atenção à Condução                                                                         ;1;Colisão traseira                                                                                                                                                                                        ;Com Vítimas Feridas;Pleno dia           ;Decrescente         ;Céu Claro           ;Dupla               ;Reta                          ;Sim       ;202780;Motocicleta         ;HONDA                                             ;2004.0;Condutor            ;Lesões Leves        ;22.0;Masculino           ;0;1;0;0;-20.39076;-40.49646
27717;113697.0;247737.0;2018-02-24;sábado;16:15:00;ES;101.0;300;VIANA                                                       ;Sim                 ;Falta de Atenção à Condução                                                                         ;1;Colisão traseira                                                                                                                                                                                        ;Com Vítimas Feridas;Pleno dia           ;Decrescente         ;Céu Claro           ;Dupla               ;Reta                          ;Sim       ;202776;Automóvel           ;FIAT                                              ;2017.0;Condutor            ;Ileso               ;58.0;Feminino            ;1;0;0;0;-20.39076;-40.49646
27860;113778.0;247881.0;2018-02-24;sábado;20:40:00;ES;101.0;32,6;CONCEICAO DA BARRA                                          ;Sim                 ;Mal Súbito                                                                                          ;1;Colisão transversal                                                                                                                                                                                     ;Com Vítimas Feridas;Plena Noite         ;Crescente           ;Céu Claro           ;Simples             ;Desvio Temporário             ;Sim       ;202873;Caminhão-trator     ;IVECO                                             ;2011.0;Condutor            ;Lesões Graves       ;46.0;Masculino           ;0;0;1;0;-18.43104475;-39.934062899999994
27861;113778.0;247879.0;2018-02-24;sábado;20:40:00;ES;101.0;32,6;CONCEICAO DA BARRA                                          ;Sim                 ;Mal Súbito                                                                                          ;1;Colisão transversal                                                                                                                                                                                     ;Com Vítimas Feridas;Plena Noite         ;Crescente           ;Céu Claro           ;Simples             ;Desvio Temporário             ;Sim       ;202872;Caminhão            ;M.BENZ                                            ;2010.0;Condutor            ;Ileso               ;40.0;Masculino           ;1;0;0;0;-18.43104475;-39.934062899999994
27862;113779.0;253162.0;2018-02-24;sábado;20:50:00;ES;101.0;187;ARACRUZ                                                     ;Sim                 ;Ingestão de Álcool                                                                                  ;1;Atropelamento de Pedestre                                                                                                                                                                               ;Com Vítimas Feridas;Plena Noite         ;Crescente           ;Nublado             ;Simples             ;Curva                         ;Não       ;203054;Outros              ;                                                  ;;Pedestre            ;Lesões Graves       ;56.0;Masculino           ;0;0;1;0;-19.820759;-40.273678000000004
27863;113779.0;248027.0;2018-02-24;sábado;20:50:00;ES;101.0;187;ARACRUZ                                                     ;Sim                 ;Ingestão de Álcool                                                                                  ;1;Atropelamento de Pedestre                                                                                                                                                                               ;Com Vítimas Feridas;Plena Noite         ;Crescente           ;Nublado             ;Simples             ;Curva                         ;Não       ;203054;Outros              ;                                                  ;;Condutor            ;Não Informado       ;;Não Informado       ;0;0;0;0;-19.820759;-40.273678000000004
27940;113812.0;249971.0;2018-02-25;domingo;00:40:00;ES;101.0;269,9;SERRA                                                       ;Sim                 ;Desobediência às normas de trânsito pelo condutor                                                   ;1;Colisão transversal                                                                                                                                                                                     ;Com Vítimas Feridas;Plena Noite         ;Crescente           ;Céu Claro           ;Múltipla            ;Interseção de vias            ;Sim       ;202927;Automóvel           ;GM                                                ;1994.0;Testemunha          ;Não Informado       ;;Não Informado       ;0;0;0;0;-20.129093;-40.308125
27941;113812.0;249948.0;2018-02-25;domingo;00:40:00;ES;101.0;269,9;SERRA                                                       ;Sim                 ;Desobediência às normas de trânsito pelo condutor                                                   ;1;Colisão transversal                                                                                                                                                                                     ;Com Vítimas Feridas;Plena Noite         ;Crescente           ;Céu Claro           ;Múltipla            ;Interseção de vias            ;Sim       ;202926;Automóvel           ;I                                                 ;2013.0;Condutor            ;Ileso               ;40.0;Masculino           ;1;0;0;0;-20.129093;-40.308125
27942;113812.0;249961.0;2018-02-25;domingo;00:40:00;ES;101.0;269,9;SERRA                                                       ;Sim                 ;Desobediência às normas de trânsito pelo condutor                                                   ;1;Colisão transversal                                                                                                                                                                                     ;Com Vítimas Feridas;Plena Noite         ;Crescente           ;Céu Claro           ;Múltipla            ;Interseção de vias            ;Sim       ;202927;Automóvel           ;GM                                                ;1994.0;Condutor            ;Lesões Leves        ;22.0;Masculino           ;0;1;0;0;-20.129093;-40.308125
28505;114125.0;252844.0;2018-02-26;segunda-feira;01:00:00;ES;101.0;270;SERRA                                                       ;Sim                 ;Defeito Mecânico no Veículo                                                                         ;1;Colisão com objeto estático                                                                                                                                                                             ;Sem Vítimas;Plena Noite         ;Crescente           ;Garoa/Chuvisco      ;Dupla               ;Reta                          ;Sim       ;207116;Automóvel           ;FIAT                                              ;2014.0;Condutor            ;Ileso               ;30.0;Masculino           ;1;0;0;0;-20.198047600000002;-40.26741025
28627;114189.0;253261.0;2018-02-26;segunda-feira;11:10:00;ES;101.0;147,1;LINHARES                                                    ;Sim                 ;Falta de Atenção à Condução                                                                         ;1;Colisão lateral                                                                                                                                                                                         ;Com Vítimas Feridas;Pleno dia           ;Crescente           ;Sol                 ;Simples             ;Reta                          ;Sim       ;204440;Motocicleta         ;HONDA                                             ;2012.0;Condutor            ;Lesões Leves        ;23.0;Masculino           ;0;1;0;0;-19.39378453;-40.0658083
28628;114189.0;254705.0;2018-02-26;segunda-feira;11:10:00;ES;101.0;147,1;LINHARES                                                    ;Sim                 ;Falta de Atenção à Condução                                                                         ;1;Colisão lateral                                                                                                                                                                                         ;Com Vítimas Feridas;Pleno dia           ;Crescente           ;Sol                 ;Simples             ;Reta                          ;Sim       ;208725;Automóvel           ;VW                                                ;2013.0;Condutor            ;Ileso               ;23.0;Masculino           ;1;0;0;0;-19.39378453;-40.0658083
28672;114220.0;249059.0;2018-02-26;segunda-feira;13:30:00;ES;101.0;246,1;SERRA                                                       ;Sim                 ;Falta de Atenção à Condução                                                                         ;2;Colisão com objeto estático                                                                                                                                                                             ;Com Vítimas Feridas;Pleno dia           ;Crescente           ;Nublado             ;Dupla               ;Reta                          ;Não       ;203883;Caminhão-trator     ;M.BENZ                                            ;2012.0;Condutor            ;Ileso               ;55.0;Masculino           ;1;0;0;0;-20.06363973;-40.37640385
28673;114220.0;249055.0;2018-02-26;segunda-feira;13:30:00;ES;101.0;246,1;SERRA                                                       ;Sim                 ;Falta de Atenção à Condução                                                                         ;2;Colisão com objeto estático                                                                                                                                                                             ;Com Vítimas Feridas;Pleno dia           ;Crescente           ;Nublado             ;Dupla               ;Reta                          ;Não       ;203878;Caminhão            ;IVECO                                             ;2008.0;Condutor            ;Lesões Leves        ;38.0;Masculino           ;0;1;0;0;-20.06363973;-40.37640385
28698;114247.0;248972.0;2018-02-26;segunda-feira;06:50:00;ES;101.0;258;SERRA                                                       ;Sim                 ;Falta de Atenção à Condução                                                                         ;1;Colisão lateral                                                                                                                                                                                         ;Com Vítimas Feridas;Pleno dia           ;Decrescente         ;Sol                 ;Dupla               ;Reta                          ;Sim       ;203838;Motocicleta         ;YAMAHA                                            ;2014.0;Condutor            ;Lesões Leves        ;19.0;Masculino           ;0;1;0;0;-20.13112699;-40.29559851
28699;114247.0;248923.0;2018-02-26;segunda-feira;06:50:00;ES;101.0;258;SERRA                                                       ;Sim                 ;Falta de Atenção à Condução                                                                         ;1;Colisão lateral                                                                                                                                                                                         ;Com Vítimas Feridas;Pleno dia           ;Decrescente         ;Sol                 ;Dupla               ;Reta                          ;Sim       ;203837;Automóvel           ;HONDA                                             ;2014.0;Condutor            ;Ileso               ;49.0;Feminino            ;1;0;0;0;-20.13112699;-40.29559851
28704;114250.0;249023.0;2018-02-26;segunda-feira;14:30:00;ES;101.0;270,8;SERRA                                                       ;Sim                 ;Falta de Atenção à Condução                                                                         ;1;Colisão com objeto estático                                                                                                                                                                             ;Com Vítimas Feridas;Pleno dia           ;Crescente           ;Céu Claro           ;Dupla               ;Curva                         ;Sim       ;203911;Motocicleta         ;HONDA                                             ;2010.0;Condutor            ;Lesões Graves       ;18.0;Masculino           ;0;0;1;0;-20.129093;-40.308125
28836;114333.0;250995.0;2018-02-26;segunda-feira;17:20:00;ES;101.0;264,3;SERRA                                                       ;Sim                 ;Desobediência às normas de trânsito pelo condutor                                                   ;1;Colisão transversal                                                                                                                                                                                     ;Com Vítimas Feridas;Anoitecer           ;Crescente           ;Nublado             ;Múltipla            ;Interseção de vias            ;Sim       ;205571;Outros              ;                                                  ;;Condutor            ;Ileso               ;;Ignorado            ;1;0;0;0;-20.17697539;-40.26590377
28837;114333.0;249089.0;2018-02-26;segunda-feira;17:20:00;ES;101.0;264,3;SERRA                                                       ;Sim                 ;Desobediência às normas de trânsito pelo condutor                                                   ;1;Colisão transversal                                                                                                                                                                                     ;Com Vítimas Feridas;Anoitecer           ;Crescente           ;Nublado             ;Múltipla            ;Interseção de vias            ;Sim       ;203964;Outros              ;                                                  ;;Condutor            ;Lesões Leves        ;31.0;Feminino            ;0;1;0;0;-20.17697539;-40.26590377
28885;114359.0;249182.0;2018-02-26;segunda-feira;21:00:00;ES;101.0;0,4;SERRA                                                       ;Sim                 ;Falta de Atenção à Condução                                                                         ;1;Colisão transversal                                                                                                                                                                                     ;Com Vítimas Feridas;Plena Noite         ;Crescente           ;Céu Claro           ;Múltipla            ;Interseção de vias            ;Sim       ;204063;Bicicleta           ;                                                  ;;Condutor            ;Lesões Leves        ;;Masculino           ;0;1;0;0;-20.23695228;-40.27746677
28886;114359.0;249181.0;2018-02-26;segunda-feira;21:00:00;ES;101.0;0,4;SERRA                                                       ;Sim                 ;Falta de Atenção à Condução                                                                         ;1;Colisão transversal                                                                                                                                                                                     ;Com Vítimas Feridas;Plena Noite         ;Crescente           ;Céu Claro           ;Múltipla            ;Interseção de vias            ;Sim       ;204061;Motocicleta         ;                                                  ;;Passageiro          ;Lesões Leves        ;;Feminino            ;0;1;0;0;-20.23695228;-40.27746677
28887;114359.0;249180.0;2018-02-26;segunda-feira;21:00:00;ES;101.0;0,4;SERRA                                                       ;Sim                 ;Falta de Atenção à Condução                                                                         ;1;Colisão transversal                                                                                                                                                                                     ;Com Vítimas Feridas;Plena Noite         ;Crescente           ;Céu Claro           ;Múltipla            ;Interseção de vias            ;Sim       ;204061;Motocicleta         ;                                                  ;;Condutor            ;Lesões Leves        ;;Masculino           ;0;1;0;0;-20.23695228;-40.27746677
28971;114436.0;251413.0;2018-02-27;terça-feira;05:25:00;ES;101.0;387;ICONHA                                                      ;Sim                 ;Velocidade Incompatível                                                                             ;1;Tombamento                                                                                                                                                                                              ;Com Vítimas Feridas;Amanhecer           ;Crescente           ;Nublado             ;Simples             ;Curva                         ;Não       ;205931;Caminhão-trator     ;IVECO                                             ;2010.0;Condutor            ;Lesões Graves       ;27.0;Masculino           ;0;0;1;0;-20.84863539;-40.87529629
29049;114496.0;253694.0;2018-02-27;terça-feira;08:30:00;ES;101.0;242;SERRA                                                       ;Sim                 ;Falta de Atenção à Condução                                                                         ;1;Colisão com objeto estático                                                                                                                                                                             ;Sem Vítimas;Pleno dia           ;Crescente           ;Céu Claro           ;Múltipla            ;Reta                          ;Sim       ;207855;Caminhão-trator     ;                                                  ;;Condutor            ;Não Informado       ;;Não Informado       ;0;0;0;0;-20.0739904;-40.36239624
29050;114496.0;253633.0;2018-02-27;terça-feira;08:30:00;ES;101.0;242;SERRA                                                       ;Sim                 ;Falta de Atenção à Condução                                                                         ;1;Colisão com objeto estático                                                                                                                                                                             ;Sem Vítimas;Pleno dia           ;Crescente           ;Céu Claro           ;Múltipla            ;Reta                          ;Sim       ;207855;Caminhão-trator     ;                                                  ;;Testemunha          ;Não Informado       ;;Não Informado       ;0;0;0;0;-20.0739904;-40.36239624
29054;114499.0;255928.0;2018-02-27;terça-feira;09:10:00;ES;101.0;67;SAO MATEUS                                                  ;Sim                 ;Velocidade Incompatível                                                                             ;1;Tombamento                                                                                                                                                                                              ;Sem Vítimas;Pleno dia           ;Decrescente         ;Sol                 ;Simples             ;Reta                          ;Não       ;209776;Caminhão            ;VW                                                ;2009.0;Condutor            ;Ileso               ;69.0;Masculino           ;1;0;0;0;-18.720545;-39.865883000000004
